Date,BA close,NASDAQ close,COCA close,DELL close,GE close,GM close,IBM close,MD close,MSFT close,PEPSI close
12/6/2000,58.1,2796.5,20.68,18,41.47,37.36,88.69,25.14,23.55,38.31
12/5/2000,59.45,2889.8,20.51,20.25,41.62,38.21,94.76,25.89,24.88,37.99
12/4/2000,55.89,2615.75,19.64,18.81,39.7,37,90.18,26.69,23.45,36.74
12/1/2000,56.75,2645.29,19.75,18.44,39.21,36.1,87.66,26.26,23.53,39.34
11/30/2000,59.55,2597.93,20.28,19.25,38.1,35.52,85.71,27.05,23.84,39.34
11/29/2000,60.31,2706.93,20.34,21.81,38.2,36.24,91.5,27.59,27.03,39.13
11/28/2000,58.21,2734.98,19.95,22.44,38.3,35.03,89.72,26.52,27.83,38.48
11/27/2000,58.1,2880.49,19.26,24.44,37.77,36.24,90.24,27.11,29.37,38.58
11/24/2000,56.65,2904.38,19.15,24.37,37.97,36.87,91.62,28.6,29.05,38.8
11/22/2000,56.16,2755.34,19.15,23,37.33,36.37,90.3,29.07,28.35,40.32
11/21/2000,59.17,2871.45,20.24,23.62,39.02,36.82,90.3,28.81,28.15,39.02
11/20/2000,56.54,2875.64,17.99,23.37,38.49,37,94.65,28.43,27.91,38.1
11/17/2000,56.37,3027.19,17.87,24.94,39.89,40.1,93.45,28.38,28.69,38.42
11/16/2000,56.75,3031.88,18.05,24.94,40.46,40.72,90.07,27.75,28.64,40.37
11/15/2000,54.81,3165.49,17.99,25.19,40.36,41.48,91.09,28.27,29.1,41.46
11/14/2000,55.51,3138.27,18.28,25.81,40.56,41.3,91.21,28.38,28.59,41.78
11/13/2000,54.16,2966.72,18.22,24.12,39.55,40.23,89.33,28.06,27.6,42.32
11/10/2000,54.76,3028.99,18.4,23,41.43,39.57,85.26,27.88,27.99,42.49
11/9/2000,56.65,3200.35,17.76,28.37,41.95,41.17,91.16,26.77,29.44,41.08
11/8/2000,56.05,3231.7,17.01,30.31,41.95,41.07,91.67,26.66,28.85,40.86
11/7/2000,56.1,3415.79,17.01,32.56,42.24,40.54,93.67,26.77,29.29,41.19
11/6/2000,56.84,3416.21,17.82,31.5,41.9,43.34,91.84,26.98,28.87,39.72
11/3/2000,56.84,3451.58,17.64,32.56,40.99,40.54,91.67,27.31,28.35,40.81
11/2/2000,56.9,3429.02,17.36,31.81,41.28,42.32,93.33,26.93,29.21,41.62
11/1/2000,56.58,3333.39,17.41,30.44,41.86,43.66,90.24,26.66,28.92,42
10/31/2000,58.35,3369.63,16.95,29.5,42.14,44.19,90.18,26.14,28.61,42.6
10/30/2000,55.67,3191.4,16.84,28.81,41.52,42.59,85.43,26.3,28.69,41.73
10/27/2000,54.86,3278.36,16.66,27.94,40.17,42.67,85.78,25.09,28.12,40.75
10/26/2000,54.26,3272.18,16.09,27.75,40.08,40.46,84.92,24.4,26.77,42.05
10/25/2000,53.83,3229.57,15.86,25.87,40.7,40.01,80.17,24.45,25.44,39.99
10/24/2000,52.49,3419.79,15.86,26.81,41.04,40.99,83.72,24.56,25.55,40.54
10/23/2000,52.71,3468.69,15.51,27.5,38.25,40.01,85.03,24.56,25.81,40.37
10/20/2000,51.63,3483.14,15.57,28.44,40.08,41.47,86.75,23.82,27.08,41.46
10/19/2000,50.29,3418.6,15.97,28.81,42.77,41.17,88.3,23.5,25.71,41.57
10/18/2000,52.28,3171.56,15.74,26.25,42.67,38.86,87.38,23.66,21.5,40.86
10/17/2000,52.06,3213.96,16.09,24.37,42.77,39.69,103.46,23.61,20.95,40.43
10/16/2000,51.79,3290.28,14.07,25.36,44.4,40.81,101.74,24.45,20.93,39.45
10/13/2000,50.55,3316.77,14.07,27.31,43.82,41.03,99.85,24.35,22.33,41.51
10/12/2000,48.3,3074.68,14.3,23.19,41.9,40.81,94.41,23.92,22.59,40.59
10/11/2000,51.79,3168.49,14.71,23,43.54,41.7,102.54,25.3,23.16,41.08
10/10/2000,51.25,3240.54,14.82,24.25,44.64,42.45,105.17,25.25,22.67,40.81
10/9/2000,51.15,3355.56,14.87,25.62,44.98,44.28,107.98,25.35,22.51,40.21
10/6/2000,52.49,3361.01,14.82,25.31,45.7,44.28,106.2,25.19,23.08,39.72
10/5/2000,52.54,3472.1,14.87,25.19,45.94,44.99,103.63,25.4,23.01,39.13
10/4/2000,52.6,3523.1,14.76,28.19,45.27,46.85,104.71,25.3,23.03,39.89
10/3/2000,51.53,3455.83,15.05,28.56,45.41,46.85,101.22,25.51,23.5,41.08
10/2/2000,50.29,3568.9,15.17,29.25,44.98,47.74,107.86,25.35,24.56,39.89
9/29/2000,55.5,3672.82,14.71,30.81,44.45,46.23,103.11,25.46,25.05,39.24
9/28/2000,55.5,3778.32,15.05,33.44,45.26,47.7,105.52,25.19,25.47,39.45
9/27/2000,55.55,3656.3,15.05,32.44,45.59,47.16,108.04,25.19,25.19,38.53
9/26/2000,56.84,3689.1,14.99,33.63,44.49,47.16,109.06,25.19,26.04,38.86
9/25/2000,54.97,3741.22,14.71,34.31,44.54,47.34,112.61,24.83,25.44,39.34
9/22/2000,54.64,3803.76,14.99,35.94,43.96,48.54,113.41,24.19,26.28,37.61
9/21/2000,51.63,3828.87,14.87,37.94,43.15,48.59,111.24,22.77,26.67,36.09
9/20/2000,50.82,3897.44,14.76,38.56,43.44,47.87,114.22,23.35,26.69,38.06
9/19/2000,48.83,3865.64,15.46,36.31,43.72,48.54,114.39,23.5,27,38.15
9/18/2000,49,3726.52,15.46,34.44,44.11,49.21,112.84,24.03,26.17,37.93
9/15/2000,48.95,3835.23,15.57,35.75,43.53,49.79,114.44,23.61,26.67,38.26
9/14/2000,50.24,3913.86,15.59,36.63,45.26,51.92,116.16,22.98,27.34,38.75
9/13/2000,51.15,3893.89,16.39,36.25,45.3,51.88,116.91,22.93,28.35,38.04
9/12/2000,50.77,3849.51,16.85,37.44,45.3,51.3,114.44,24.45,28.3,37.07
9/11/2000,50.45,3896.35,16.51,38.31,45.79,52.99,113.99,23.92,28.59,36.9
9/8/2000,50.02,3978.41,16.68,38.88,45.93,52.14,118.56,24.24,28.79,37.45
9/7/2000,50.34,4098.35,16.91,40.19,45.26,53.88,122.12,24.88,29.1,36.36
9/6/2000,49.75,4013.34,17.49,39.5,45.26,52.59,120.34,25.4,28.85,36.95
9/5/2000,47.71,4143.18,17.43,41,44.34,51.88,120.11,25.04,29.13,36.57
9/1/2000,47.11,4234.33,17.37,43.06,44.87,52.01,122.35,24.93,29.16,36.85
8/31/2000,46.16,4206.35,17.16,43.63,44.97,49.79,120.87,25.21,29,36.24
8/30/2000,45.18,4103.81,17.43,39.94,44.11,51.47,119.31,25.61,29.08,36.73
8/29/2000,45.01,4082.17,17.66,40.56,45.93,52.41,121.66,25.67,29.47,37.43
8/28/2000,45.82,4070.59,18.47,39.5,46.02,53.17,120.4,25.61,29.62,36.95
8/25/2000,46.58,4042.68,17.55,38.63,45.45,50.81,118.11,25.61,29.34,37.59
8/24/2000,46.15,4053.28,18.29,39,45.21,51.83,114.27,25.61,29.55,37.46
8/23/2000,43.51,4011.01,18.47,38.69,44.44,49.03,112.84,26.3,29.39,37.38
8/22/2000,42.43,3958.21,18.47,37.44,43.15,49.3,111.12,26.4,29.6,38.3
8/21/2000,41.09,3953.15,18.41,38.75,43.38,48.36,111.19,26.61,29.34,37.92
8/18/2000,39.32,3930.34,18.41,38.75,43.1,49.79,110.27,26.61,29.5,37.58
8/17/2000,39.48,3940.87,18.41,39.13,43.48,46.54,112.16,26.35,29.73,38.03
8/16/2000,39.75,3861.2,18.64,38.44,43.58,46.01,112.04,27.31,29.5,39.7
8/15/2000,40.66,3851.66,18.98,38.06,43.91,45.21,111.7,27.36,29.75,40.62
8/14/2000,42.59,3849.69,19.21,36.69,43.72,45.7,112.84,28.09,29.99,39.59
8/11/2000,42.71,3789.47,18.87,37.69,43.38,44.99,110.43,28.2,30.09,38.94
8/10/2000,42.06,3759.99,18.52,41.75,43.72,43.83,109.64,27.67,30.17,38.03
8/9/2000,41.09,3853.5,18.75,41.81,42.91,42.95,108.72,27.57,30.85,38.4
8/8/2000,41.67,3848.55,18.98,41.69,41.23,43.48,108.83,28.25,30.79,38.57
8/7/2000,42.09,3862.99,18.36,42.69,40.37,42.37,106.37,28.41,29.08,38.94
8/4/2000,42.04,3787.36,18.47,41.38,40.95,41.89,105.97,28.15,28.71,39
8/3/2000,42.04,3759.88,17.83,40.94,40.56,41.01,106.09,28.04,29.18,39.43
8/2/2000,42.8,3658.46,18.24,39.56,39.89,41.19,104.49,28.2,28.82,39.65
8/1/2000,41.78,3685.52,18.13,41.56,40.46,41.49,101.06,27.52,28.54,39.59
7/31/2000,41.88,3766.99,17.83,43.94,39.65,40.17,102.66,26.72,29,38.67
7/28/2000,41.88,3663,17.37,43.69,39.07,40.52,102.25,26.98,28.95,38.3
7/27/2000,41.4,3842.23,17.14,45.5,40.27,40.83,100.88,27.14,28.82,37.86
7/26/2000,41.18,3987.72,17.2,46.88,39.99,41.14,100.48,26.72,28.17,38.13
7/25/2000,41.73,4029.57,17.6,46.81,41.08,41.49,102.43,26.4,28.66,37.7
7/24/2000,41.3,3981.57,17.26,46.44,41.42,41.84,102.89,25.51,29.31,38.24
7/21/2000,40.16,4094.45,17.03,52.38,41.52,42.33,104.94,26.03,30.04,37.81
7/20/2000,39.52,4184.56,17.2,52.81,41.66,42.42,107.23,26.72,31.08,37.49
7/19/2000,39.37,4055.63,17.37,51.38,40.46,42.99,99.46,26.45,30.38,37.16
7/18/2000,38.72,4177.17,16.97,53.19,40.08,42.9,94.48,26.4,32.61,37.05
7/17/2000,37.73,4274.67,16.08,53.56,41.18,42.6,96.48,26.4,32.48,36.03
7/14/2000,38.13,4246.18,16.57,53.06,39.5,43.61,95.06,26.45,32.79,34.89
7/13/2000,38.23,4174.86,16.8,52.94,40.27,43.56,95.11,26.56,33.21,34.35
7/12/2000,37.65,4099.59,16.16,52.06,41.23,44.36,95.68,26.98,33.36,35.11
7/11/2000,38.02,3956.42,16.16,50.75,40.08,43.39,93.28,27.46,32.87,35.38
7/10/2000,36.89,3980.29,15.93,49.75,40.22,44.01,94.48,27.2,33,36.68
7/7/2000,37.54,4023.2,16.16,50.69,39.36,42.42,96.08,27.41,34.06,37.92
7/6/2000,36.89,3960.57,16.28,47.75,38.5,43.25,92.6,27.14,33.62,37.49
7/5/2000,36.73,3863.1,15.99,47.44,38.31,42.33,96.03,26.82,32.61,37.16
7/3/2000,35.77,3991.93,15.53,49.06,39.78,42.07,100.14,27.41,33.23,38.4
6/30/2000,35.87,3966.11,15.01,49.31,40.55,40.96,100.2,27.78,33.23,36.95
6/29/2000,35.13,3877.23,15.42,48.38,38.06,41.8,104.26,26.35,32.07,37.51
6/28/2000,34.78,3940.34,15.49,49,38.67,42.49,104.06,27.17,32.79,37.54
6/27/2000,34.32,3858.96,15.59,47.81,37.68,42.82,100.37,27.57,32.74,37.65
6/26/2000,34.11,3912.12,15.42,49,38.21,42.64,104.63,28.2,33.03,36.35
6/23/2000,34.22,3845.34,15.07,47.44,38.16,43.52,102.31,27.52,32.27,36.24
6/22/2000,33.41,3936.84,15.3,48.5,37.3,42.5,102.25,26.51,33.18,36.51
6/21/2000,34.16,4064.01,15.42,50,37.82,43.96,104.71,26.4,33.52,35.54
6/20/2000,33.73,4013.36,15.65,48.56,39.02,43.78,106.42,26.56,31.13,37.76
6/19/2000,33.46,3989.83,15.99,49.56,38.44,45.46,110.08,26.56,30.61,37.81
6/16/2000,33.68,3860.56,15.93,47.5,39.12,44.31,103.57,26.4,30.14,37.49
6/15/2000,34.65,3845.74,15.9,46.94,39.69,45.9,106.83,27.09,30.06,37.59
6/14/2000,33.3,3797.41,16.02,46.19,39.02,47.66,106.09,26.77,29.29,37
6/13/2000,33.3,3851.06,15.95,45.06,39.16,48.19,109.11,27.31,28.19,36.27
6/12/2000,32.72,3767.91,15.84,44.88,38.16,48.68,108.68,27.52,27.78,35.65
6/9/2000,33.63,3874.84,16.02,45.06,38.16,48.37,109.46,28.57,28.59,36.68
6/8/2000,32.77,3825.56,16.64,45.31,38.92,48.5,109.52,29.89,28.59,35.7
6/7/2000,33.09,3839.26,16.87,45.25,39.31,49.43,110.66,29.41,29.29,35.31
6/6/2000,34.22,3756.37,16.94,44.69,39.16,48.33,102.77,29.62,28.92,34.02
6/5/2000,33.41,3821.76,16.53,42.75,39.45,49.6,103.17,29.94,27.78,34.72
6/2/2000,34.22,3813.38,16.71,43.31,40.36,48.41,99.51,30.47,27.55,34.51
6/1/2000,34.54,3582.5,16.41,43.13,40.07,49.25,96.94,30.05,26.82,35.04
5/31/2000,33.51,3400.91,15.72,43.13,40.26,49.82,98.14,30.2,25.99,35.31
5/30/2000,33.94,3459.48,15.56,44,39.21,50.7,101.46,30.83,26.33,35.31
5/26/2000,32.82,3205.11,15.61,42.38,37.92,49.69,97.8,31.83,25.52,34.4
5/25/2000,32.93,3205.35,15.21,43.75,38.83,51.06,97.4,31.46,25.55,35.1
5/24/2000,33.36,3270.61,15.15,45.25,38.83,53.26,100.25,32.68,27.24,33.97
5/23/2000,31.86,3164.55,14.06,43.94,38.25,52.64,98.19,33,26.25,34.24
5/22/2000,31.37,3364.21,13.78,45.94,38.25,55.03,99.91,32.79,26.67,33.81
5/19/2000,31.7,3390.4,13.44,46.94,39.69,61.33,97.34,31.88,27.03,34.03
5/18/2000,32.29,3538.71,13.9,47.88,40.65,63.14,97,32.58,27.5,33.59
5/17/2000,32.07,3644.96,14.69,49.13,41.03,60.93,98.65,32.94,28.12,33.7
5/16/2000,32.07,3717.57,14.69,49.88,41.5,63.01,99.68,33.05,28.87,33.91
5/15/2000,31.91,3607.65,19.63,50.56,41.31,60.98,95.29,32.2,28.82,34.02
5/12/2000,31.91,3529.06,19.75,49.88,39.97,59.98,95.51,31.67,28.59,34.45
5/11/2000,32.01,3499.58,19.86,44.69,38.97,58.19,95.51,32.2,28.19,33.75
5/10/2000,31.64,3384.73,19.4,44.94,38.73,57.81,94.2,32.58,27.5,32.46
5/9/2000,32.75,3585.01,19.34,46.81,39.88,60.37,99.68,31.2,28.17,32.67
5/8/2000,32.7,3669.38,18.77,47.94,40.12,59.7,100.37,30.2,29,32.3
5/5/2000,33.77,3816.82,18.65,49.88,40.29,60.46,98.53,30.1,29.55,31.6
5/4/2000,32.65,3720.24,19.23,47.25,39.27,61.81,98.3,30.15,29.26,32.35
5/3/2000,31.9,3707.31,18.83,49.31,39.8,61.76,98.76,31.46,29.31,32.3
5/2/2000,32.43,3785.45,18.94,49.81,41.07,65.49,101.73,33.05,29.03,31.87
5/1/2000,33.39,3958.08,19.23,51.06,40.64,65.01,102.3,32.79,30.51,31.6
4/28/2000,33.93,3860.66,19.57,50.13,40.1,65.66,101.85,32.09,28.98,32.24
4/27/2000,34.03,3774.03,19.92,51.75,41.18,65.1,101.04,32.73,29,32.51
4/26/2000,34.14,3630.09,20.89,50,41.63,64.53,100.93,32.79,28.25,32.24
4/25/2000,33.34,3711.23,21.41,51.13,42.33,62.73,102.76,32.68,28.82,32.62
4/24/2000,32.38,3482.48,19.86,47.75,41.33,61.55,97.28,32.89,27.68,32.03
4/20/2000,34.25,3643.88,19.75,49.94,40.42,62.25,95,30.2,32.79,30.41
4/19/2000,31.84,3706.41,19.75,49.56,39.65,62.07,95.91,27.88,32.69,30.95
4/18/2000,29.71,3793.57,19.75,50.5,39.91,61.72,101.85,27.41,33.47,31.54
4/17/2000,30.19,3539.16,19.52,48.75,38.76,59.88,102.19,28.41,31.52,31.38
4/14/2000,30.25,3321.29,18.88,47.63,37.17,57.56,95.91,28.3,30.79,31.38
4/13/2000,31.63,3676.78,19.8,51.69,38.38,61.72,101.04,28.78,32.92,32.08
4/12/2000,32.17,3769.63,19.4,51.38,39.97,61.37,103.9,30.62,32.97,31.92
4/11/2000,30.51,4055.9,19.63,55.44,41.22,61.33,109.04,31.78,34.84,31.22
4/10/2000,29.97,4188.2,18.48,54.44,40.66,60.32,111.55,30.68,35.75,31.01
4/7/2000,30.51,4446.45,18.42,55.19,40.5,59.35,112.46,31.2,37,31.71
4/6/2000,30.89,4267.56,18.88,51.56,40.01,59.4,112.12,31.2,35.73,31.65
4/5/2000,30.83,4169.22,20.2,53.92,39.1,57.82,114.18,32.52,35.88,31.38
4/4/2000,31.9,4148.89,20.15,54.31,39.27,58.12,110.7,32.49,36.79,31.11
4/3/2000,31.79,4223.68,20.31,53.38,41.06,59.48,111.44,32.47,37.75,30.04
3/31/2000,32.32,4572.83,19.8,53.94,39.69,58.08,108.12,31.52,44.14,30.95
3/30/2000,33.02,4457.89,19.86,52.19,40.48,57.42,112.12,31.73,42.94,28.64
3/29/2000,32.38,4644.67,19.86,53.81,41.57,56.81,108.7,31.04,44.53,27.99
3/28/2000,32.49,4833.89,19.52,55.88,39.78,58.87,111.9,29.62,43.33,27.87
3/27/2000,31.74,4958.56,19.06,57.88,40.28,59.62,115.89,29.3,43.23,28.37
3/24/2000,30.78,4963.03,20.15,56.44,40.56,59.88,110.18,29.35,46.4,28.85
3/23/2000,30.03,4940.61,20.2,57.5,40.8,61.02,105.27,29.67,46.47,28.85
3/22/2000,30.99,4864.75,19.98,58.13,38.48,57.34,104.36,29.73,42.89,29.55
3/21/2000,31.25,4711.68,20.31,58,38.38,56.24,103.67,29.73,42.68,28.64
3/20/2000,31.63,4610,20.09,57.69,35.94,56.81,102.99,29.14,40.45,28.42
3/17/2000,32.49,4798.13,20.43,56.44,35.67,56.19,100.48,28.51,41.28,29.34
3/16/2000,30.46,4717.39,21.09,55,35.45,58.74,99.56,28.72,39.62,28.58
3/15/2000,29.82,4582.62,20.34,53.69,34.06,55.28,97.74,27.41,39.62,26.43
3/14/2000,28.26,4706.63,19.02,55.94,32.39,53.35,99.22,25.72,39.52,26.81
3/13/2000,27.89,4907.24,18.39,54.75,33.01,54.57,98.37,27.36,40.71,26.48
3/10/2000,27.68,5048.62,19.25,51.25,33.58,54.57,96.14,26.77,41.96,27.02
3/9/2000,28.85,5046.86,20,50.44,32.9,54.4,98.65,26.98,41.54,26.27
3/8/2000,28.54,4897.26,20,46.94,33.23,53.13,97.05,25.93,39.7,26.26
3/7/2000,29.71,4847.84,19.54,45.75,33.14,52.29,94.08,25.19,38.58,26.58
3/6/2000,30.03,4904.85,19.54,46.75,35.05,53.52,94.14,26.61,37.65,27.12
3/3/2000,30.72,4914.79,20.91,46.25,35.44,53.21,98.65,27.25,39.93,27.06
3/2/2000,30.72,4754.51,21.09,44.94,34.39,51.86,94.19,26.03,38.79,27.92
3/1/2000,31.04,4784.08,21.43,43.02,33.4,52.08,91.57,26.35,37.72,27.55
2/29/2000,31.58,4696.69,21.43,40.81,33.66,53.35,93.86,26.77,37.13,28.51
2/28/2000,31.63,4577.85,21.83,41,32.91,54.49,95.45,26.24,38.04,28.08
2/25/2000,32.32,4590.5,21.95,41.25,32.07,54.05,98.65,26.14,37.93,29.15
2/24/2000,31.25,4617.65,22.57,42.38,33.31,52.78,100.93,26.45,39.36,29.32
2/23/2000,31.74,4550.33,23.15,41.38,33.18,51.2,99.34,27.52,39.15,29.74
2/22/2000,33.24,4382.12,24.41,39.81,32.96,51.64,101.39,27.25,38.97,29.37
2/18/2000,30.78,4411.74,24.3,40.06,31.81,51.73,102.76,27.41,39.49,29.42
2/17/2000,32.06,4548.92,24.86,40.69,33.31,51.99,106.64,28.46,41.38,29.15
2/16/2000,31.84,4427.65,24.35,38,34.49,52.43,105.73,28.15,40.55,29.32
2/15/2000,32.91,4420.77,25.62,37.88,34.96,51.94,106.98,28.46,40.94,29.21
2/14/2000,32.7,4418.55,25.5,36.44,34.17,52.6,106.01,28.57,41.38,29.48
2/11/2000,34.09,4395.45,25.95,36.88,34.01,51.86,105.38,29.46,41.52,29.69
2/10/2000,33.98,4485.63,25.84,38.8,34.44,53.92,108.81,29.94,44.04,29.15
2/9/2000,33.34,4363.24,26.18,35.56,34.09,55.49,107.21,30.26,43.2,28.57
2/8/2000,34.93,4427.5,26.01,37.06,34.85,55.41,108.52,30.62,45.67,27.76
2/7/2000,35.62,4321.77,26.13,37.63,34.71,56.06,104.13,29.46,44.29,28.08
2/4/2000,37.49,4244.14,26.76,38.5,35.99,57.41,105.5,29.62,44.27,28.35
2/3/2000,37.01,4210.98,25.67,38.5,35.41,57.06,106.87,29.51,43.05,28.3
2/2/2000,38.02,4073.96,23.95,38.13,34.09,56.71,103.57,29.94,41.88,29.15
2/1/2000,37.27,4051.98,23.89,38.94,34.58,59.42,100.37,30.89,42.76,29.26
1/31/2000,37.91,3940.35,23.15,38.44,34.07,56.15,102.42,31.52,40.66,28.51
1/28/2000,38.02,3887.07,20.63,37.25,34.07,55.06,101.8,30.99,40.82,28.99
1/27/2000,38.39,4039.56,21.83,37.56,36.04,57.76,103.57,31.73,41.02,29.1
1/26/2000,39.35,4069.91,23.55,40.38,35.96,54.75,106.53,30.15,41.28,29.42
1/25/2000,38.93,4167.41,23.43,42.13,35.22,54.32,108.69,33.57,42.71,30.28
1/24/2000,37.75,4096.08,21.26,41.56,35.12,55.63,110.87,33.31,42.06,30.98
1/21/2000,38.93,4235.4,21.6,43.75,36.65,57.11,110.87,34.62,43.1,30.98
1/20/2000,39.62,4189.51,20.57,43.75,37.11,56.8,108.58,35.89,44.04,31.24
1/19/2000,40.58,4151.29,20.22,42.5,37.81,56.8,109.04,35.74,44.45,31.08
1/18/2000,38.34,4130.81,20.34,42.06,37.63,57.85,105.62,35,47.9,31.03
1/14/2000,37.49,4064.27,19.54,44,38.39,57.33,109.15,35.93,46.63,30.82
1/13/2000,36.11,3957.21,19.36,43.13,39.09,53.23,107.9,35.68,44.79,31.14
1/12/2000,36.69,3850.02,19.71,41.81,38.65,53.23,109.04,36.05,43.96,31.51
1/11/2000,36.53,3921.19,19.08,42.81,38.52,50.84,108.58,34.57,45.44,31.62
1/10/2000,37.22,4049.67,18.97,44.13,38.46,52.62,107.67,33.78,46.63,32.26
1/7/2000,37.75,3882.62,19.08,46.19,38.47,52.14,103.57,33.63,46.29,31.41
1/6/2000,36.69,3727.13,18.85,48,37.04,49.88,104.02,32.79,45.7,30.07
1/5/2000,36.32,3877.54,18.11,49.94,36.55,49.92,105.85,33.26,47.28,30.82
1/4/2000,34.19,3901.69,17.82,46.63,36.61,49.92,102.25,32.73,46.79,31.62
1/3/2000,34.24,4131.15,18.28,50.88,38.14,52.01,105.85,33.42,48.42,30.23
12/31/1999,35.31,4069.31,18.45,51,39.35,50.66,98.43,33.99,48.5,30.44
12/30/1999,35.14,4036.87,18.68,52.06,39.41,50.61,99.23,33.57,48.86,30.49
12/29/1999,34.93,4041.46,18.45,51.81,39.81,50.57,99.46,33.89,49,31.41
12/28/1999,35.19,3972.11,17.99,51.56,39.98,50.57,100.2,34.26,48.81,31.24
12/27/1999,35.31,3975.38,17.47,52.31,40.55,49.31,100.14,34.41,49.49,30.39
12/23/1999,35.09,3969.44,17.07,52.69,40.05,50.75,99.11,34.15,48.79,30.07
12/22/1999,33.55,3937.3,16.96,50.31,40.14,49.74,98.55,34.62,48.84,29.9
12/21/1999,32.96,3911.15,16.84,49.75,40.02,49.22,100.48,35.11,48.14,30.36
12/20/1999,32.72,3783.87,16.61,47.69,38.87,50.59,99.64,35.67,46.84,30.01
12/17/1999,32.64,3753.06,16.45,45.56,38.52,49.48,100.37,34.78,47.88,29.15
12/16/1999,33.81,3715.06,16.22,44.94,37.44,50.53,99.63,35.26,47.23,29.74
12/15/1999,33.01,3621.95,16.73,43.19,36.6,49.66,97.63,35.26,45.05,30.12
12/14/1999,32.8,3571.66,16.56,41.06,38.01,49.05,99.69,34.78,41,30.28
12/13/1999,32.54,3658.17,16.5,41.75,37.74,49.76,100.1,35.42,40.14,31.67
12/10/1999,33.34,3620.24,16.84,41.56,37.39,50.7,99.46,36.47,39,30.82
12/9/1999,32.21,3594.17,15.53,42.75,36.41,50.66,103.45,37.64,38.53,31.74
12/8/1999,31.74,3586.08,16.5,43.5,35.83,50.88,107.93,37.58,38.12,31.56
12/7/1999,32.32,3586.92,17.02,45.38,35.5,50.61,106.41,37.69,38.63,31.5
12/6/1999,32.85,3546.01,17.59,44.75,34.8,54.03,105.85,38.84,39.65,31.72
12/3/1999,34.4,3520.63,18.51,45.31,34.55,52.8,102.08,38.69,39.93,31.34
12/2/1999,34.19,3452.78,18.39,44.94,34.16,50.27,96.06,38.11,39.39,29.46
12/1/1999,35.36,3353.71,19.31,43.13,34.11,50.49,94.37,38.81,38.71,29.53
11/30/1999,34.62,3336.16,19.39,43,33,51.44,94.04,38.58,37.82,29.64
11/29/1999,34.83,3421.37,19.62,43.75,33.76,51.79,95.07,38.37,37.47,29.8
11/26/1999,34.98,3447.81,20.13,42.94,34.4,49.74,95.81,37.53,37.85,30.06
11/24/1999,34.98,3420.5,20.64,43.31,34.71,49.7,95.35,38.23,38.09,30.81
11/23/1999,35.52,3342.87,20.53,41.25,34.9,50.88,96.78,39.28,37.23,31.02
11/22/1999,35.68,3392.56,20.64,41.75,35.55,50.88,98.43,39.51,37.31,29.48
11/19/1999,37.22,3369.25,20.08,41.31,34.92,48.61,94.84,39.91,35.73,29.53
11/18/1999,36.63,3347.11,20.13,40.94,35.35,48.66,89.42,39.59,35.29,29.15
11/17/1999,36.26,3269.39,20.08,39.75,35.81,49.53,85.54,38.86,35.31,28.83
11/16/1999,35.25,3295.52,20.19,41.69,35.41,50.53,86.34,38.91,36.27,27.82
11/15/1999,34.19,3219.54,20.13,40.81,34.36,50.4,85.83,39.49,36.14,28.3
11/12/1999,35.19,3221.15,19.9,41.75,34.33,49.66,87.48,40.75,37.05,27.98
11/11/1999,35.04,3197.29,18.64,43.44,33.98,48.66,86.68,39.59,37.23,27.93
11/10/1999,35.57,3155.96,20.01,41.44,33.98,49.44,88.51,38.8,36.19,27.98
11/9/1999,35.31,3125.04,20.53,40.56,33.83,48.27,85.43,39.07,36.92,28.78
11/8/1999,37.53,3143.97,21.56,40.13,33.98,48.13,85.72,39.59,37.36,28.89
11/5/1999,37.63,3102.29,21.05,40.75,33.92,47.65,82.24,39.17,38.04,28.19
11/4/1999,36.84,3055.95,21.39,42.56,33.44,47.91,83.43,38.07,38.12,29.26
11/3/1999,36.73,3028.51,23.39,42,33.32,47.35,86,35.33,38.22,28.78
11/2/1999,36.84,2981.63,21.96,41.19,32.71,47.31,86.4,34.75,38.45,28.67
11/1/1999,37.9,2967.65,23.11,40.75,32.81,47.57,88.16,35.12,38.37,29.64
10/29/1999,39.12,2966.43,23.39,40.13,34.36,48.74,89.53,34.75,38.45,29.64
10/28/1999,38.85,2875.22,22.99,38.5,33.73,46.96,86.51,34.38,37.33,29.1
10/27/1999,38.11,2802.52,22.19,38.38,32.57,46.18,84.75,33.27,37.75,28.94
10/26/1999,38.11,2811.47,21.61,39.56,31.86,45.11,87.03,33.27,38.37,29.26
10/25/1999,37.53,2815.95,21.68,39.19,31.76,45.02,85.54,32.96,38.4,29.15
10/22/1999,37.9,2816.52,21.68,39.88,31.86,45.53,85.6,33.95,38.51,28.46
10/21/1999,37.95,2801.95,21.28,39.5,31.26,45.23,82.92,35.64,38.66,28.3
10/20/1999,37.48,2788.13,21.28,40,30.84,45.06,97.5,37.17,38.32,28.94
10/19/1999,36.31,2688.18,20.93,38.5,29.94,44.11,97.61,36.48,35.86,28.09
10/18/1999,35.78,2689.15,20.76,41.31,29.83,43.98,97.5,35.38,36.5,27.5
10/15/1999,36.09,2731.83,20.19,42.81,29.35,42.99,98.3,35.01,36.58,28.67
10/14/1999,37.05,2806.84,20.93,44.34,30.46,44.97,97.5,35.07,37.67,28.51
10/13/1999,34.4,2801.27,20.24,44.44,30.32,45.06,95.74,35.75,37.83,29.37
