Date,BA close,NASDAQ close,COCA close,DELL close,GE close,GM close,IBM close,MD close,MSFT close,PEPSI close
3/11/2005,53.37,2041.6,19.84,39.71,30.49,29.92,86.39,29.26,23.58,48.71
3/10/2005,53.82,2059.72,20.1,40.17,30.76,30.15,87.24,29.4,23.9,49.12
3/9/2005,53.61,2061.29,20.2,40.16,30.42,29.69,87.19,29.21,23.79,48.96
3/8/2005,53.98,2073.55,20.17,40.22,30.7,30,86.98,30.06,23.87,49.55
3/7/2005,54.12,2090.21,20.7,40.49,30.76,30.42,86.48,30.71,23.94,49.89
3/4/2005,54.19,2070.61,20.82,40.87,30.75,30.35,87.21,30.49,23.66,49.66
3/3/2005,53.3,2058.4,20.71,40,30.26,30.64,87.24,30,23.66,49.72
3/2/2005,51.33,2067.5,20.73,40.29,30.31,30.75,87.72,29.88,23.74,49.71
3/1/2005,50.58,2071.25,20.72,40.4,29.98,31.35,88.08,29.92,23.76,49.75
2/28/2005,51.03,2051.72,20.33,40.09,29.96,31.06,87.4,29.7,23.65,49.57
2/25/2005,51.04,2065.4,20.28,40.2,30.32,32.14,87.61,29.61,23.73,49.67
2/24/2005,50.07,2051.7,20.23,40.21,30.26,31.96,87.46,29.31,23.84,49.37
2/23/2005,48.94,2031.25,20.05,39.9,29.84,32.02,86.95,29.12,23.68,49.17
2/22/2005,48.41,2030.32,20.2,40.31,29.9,32.02,87.16,28.68,23.71,48.94
2/18/2005,48.99,2058.62,20.79,40.55,30.35,32.5,88.06,29.03,23.95,49.88
2/17/2005,49.81,2061.34,21.06,40.34,30.48,32.42,88.51,28.99,24.11,49.45
2/16/2005,50.05,2087.43,21.9,40.6,30.64,32.39,89.33,29.27,24.24,50.19
2/15/2005,50.52,2089.21,21.36,40.2,30.78,32.43,89.06,29.77,24.37,50.29
2/14/2005,50.16,2082.91,21.47,39.56,30.73,32.44,88.34,29.28,24.37,50.43
2/11/2005,50.26,2076.66,22.01,39.99,30.65,32.36,88.08,28.95,24.33,50.71
2/10/2005,50,2053.1,21.81,41.57,30.5,31.96,87.57,28.82,24.42,50.76
2/9/2005,50.24,2052.55,21.95,40.99,30.53,31.89,87.52,28.7,24.43,50.61
2/8/2005,49.43,2086.68,22.05,41.02,30.82,32.23,88.87,29.11,24.59,51.08
2/7/2005,48.51,2082.03,21.99,41.44,30.65,32.52,89.07,29.43,24.51,50.34
2/4/2005,48.58,2086.66,21.95,41.51,30.67,31.99,89.06,29.24,24.66,50.9
2/3/2005,48.04,2057.64,21.62,41.17,30.51,32.07,88.14,28.78,24.53,50
2/2/2005,48.26,2075.06,21.29,41.45,30.67,32.28,88.86,28.52,24.79,49.82
2/1/2005,47.16,2068.7,20.86,41.62,30.69,31.7,88.44,28.71,24.73,49.59
1/31/2005,46.75,2062.41,20.9,41.76,30.56,31.64,88.03,29.08,24.62,49.42
1/28/2005,46.12,2035.83,20.66,41.06,30.24,31.49,87.53,28.73,24.53,48.98
1/27/2005,47.09,2047.15,20.79,40.78,30.12,31.55,86.67,28.84,24.46,49.2
1/26/2005,46.07,2046.09,20.49,40.45,30.02,31.79,86.64,28.72,24.37,49.15
1/25/2005,46.05,2019.95,20.52,40.35,30.2,31.37,86.87,28.68,24.38,49.13
1/24/2005,45.86,2008.7,20.17,40,29.83,31.31,86.49,28.5,24.05,49.06
1/21/2005,46.26,2034.27,20.43,40.04,29.72,30.91,87.05,28.06,24.03,49.3
1/20/2005,47.03,2045.88,19.77,40.1,29.92,31.16,87.63,28.24,24.23,49.28
1/19/2005,47.5,2073.59,19.69,40.06,29.98,31.55,87.73,28.39,24.34,49.72
1/18/2005,47.93,2106.04,19.77,40.3,30.42,31.61,89.42,28.37,24.66,49.23
1/14/2005,47.04,2087.91,19.56,40.29,30.05,31.92,88.67,28.11,24.47,48.62
1/13/2005,46.78,2070.56,19.6,40.29,29.8,32.08,89,27.73,24.61,48.7
1/12/2005,47.99,2092.53,19.89,40.93,30.18,33,89.72,28.14,25.09,49.34
1/11/2005,46.95,2079.62,19.85,41.08,29.95,33.05,89.52,27.92,25.04,49.21
1/10/2005,47.1,2097.04,19.93,40.97,30.38,33.08,90.16,28.43,25.11,49.48
1/7/2005,46.48,2088.61,19.72,40.19,30.45,33.52,90.25,28.61,24.99,48.27
1/6/2005,46.64,2090,19.94,40.18,30.64,33.91,90.65,28.8,25.06,47.86
1/5/2005,46.94,2091.24,19.66,40.25,30.4,33.63,90.93,28.58,25.09,47.52
1/4/2005,46.18,2107.86,19.81,40.52,30.58,34.29,91.12,28.8,25.15,47.46
1/3/2005,47.09,2152.15,19.97,41.79,30.95,34.64,92.11,28.57,25.05,47.8
12/31/2004,47.83,2175.44,19.86,42.14,30.88,34.43,92.89,28.78,25.04,48.04
12/30/2004,47.95,2178.34,19.74,41.99,30.96,34.53,92.63,29.07,25.07,48.09
12/29/2004,48.11,2177,19.54,42.22,30.93,34.61,92.51,29.21,25.2,48.09
12/28/2004,49.2,2177.19,19.47,41.99,31.04,34.36,92.63,29.14,25.25,48.31
12/27/2004,49.11,2154.22,19.6,41.74,30.94,34.08,91.87,28.86,25.16,47.85
12/23/2004,49.46,2160.62,19.36,41.75,31.11,34.24,92.08,29.03,25.31,47.8
12/22/2004,49.81,2157.03,19.52,41.77,31.17,34.5,91.98,29.2,25.27,48.01
12/21/2004,49.36,2150.91,19.44,41.61,31.26,33.99,91.42,29.26,25.36,47.95
12/20/2004,49.17,2127.85,19.52,41.53,31.21,33.45,90.98,29.08,25.25,47.6
12/17/2004,49.06,2135.2,19.88,41.43,30.91,33.2,90.65,29.21,25.26,47.86
12/16/2004,48.12,2146.15,20.41,42.27,31.21,33.72,91.83,29.32,25.45,48.15
12/15/2004,48.41,2162.55,20.08,42.19,31.44,33.49,91.71,29.12,25.4,48.54
12/14/2004,48.64,2159.84,19.79,42.33,31.43,33.21,91.69,28.65,25.51,47.64
12/13/2004,48.66,2148.5,19.65,42.38,31.52,33.33,90.88,28.71,25.53,47.59
12/10/2004,48.43,2128.07,19.9,42.09,30.85,33.46,91.09,28.42,25.37,47.14
12/9/2004,48.76,2129.01,19.99,42.18,30.29,32.96,91.88,28.53,25.51,47.48
12/8/2004,48.78,2126.11,19.76,41.86,30.03,32.89,91.07,28.28,25.64,47.02
12/7/2004,49.66,2114.66,19.86,41.31,29.69,32.82,90.55,28.03,25.36,46.25
12/6/2004,50.58,2151.25,20,41.65,30,32.88,92.03,27.9,25.61,46.51
12/3/2004,51.06,2147.96,20.27,41.65,30.13,33.15,91.48,28.08,25.51,46.8
12/2/2004,50.69,2143.57,20.09,41.45,30.22,33.02,90.23,28.21,25.38,47.13
12/1/2004,50.54,2138.23,19.95,41.36,30.29,33.3,90.35,28.02,25.53,46.56
11/30/2004,49.49,2096.81,19.77,40.52,29.74,33.17,88.8,27.6,25.12,45.72
11/29/2004,49.54,2106.87,19.67,40.82,29.69,33.38,89.99,27.61,25.08,46.22
11/26/2004,49.91,2101.97,19.7,40.58,29.8,33.72,89.25,27.45,24.92,46.97
11/24/2004,50,2102.54,19.74,40.76,29.97,34,89.95,27.29,24.96,46.95
11/23/2004,50.2,2084.28,19.73,40.41,30.11,33.29,89.78,27.02,24.86,47.05
11/22/2004,49.86,2085.19,19.72,40.2,30.35,33.57,89.62,26.38,24.97,46.92
11/19/2004,49.68,2070.63,19.68,39.97,30.5,33.44,89,26.31,25.17,46.58
11/18/2004,50.68,2104.28,19.93,40.24,30.97,34.28,89.61,26.89,25.36,46.93
11/17/2004,50.58,2099.68,20.26,40.2,30.57,34.19,89.95,27.29,25.46,46.99
11/16/2004,49.89,2078.62,20.38,40.4,30.36,34.09,89.41,27.03,25.41,46.95
11/15/2004,49.92,2094.09,20.45,40.7,30.36,34.6,90.38,27.31,25.66,47.57
11/12/2004,49.83,2085.34,20.15,40.44,30.48,34.56,89.82,27.38,25.19,47.84
11/11/2004,50.17,2061.27,20.5,37.25,30.11,34.3,89.32,27.19,25.2,47.22
11/10/2004,49.34,2034.56,21.01,36.85,29.7,33.83,88.21,26.95,24.99,47.01
11/9/2004,48.51,2043.33,20.81,37.43,29.79,34.36,87.98,26.6,25.03,46.74
11/8/2004,47.92,2039.25,20.86,37.68,29.53,34.15,87.98,26.62,24.61,46.6
11/5/2004,47.08,2038.94,20.85,37.49,29.59,34.21,87.73,26.5,24.64,46.9
11/4/2004,46.56,2023.63,20.81,36.81,29.51,33.95,86.88,26.12,24.38,46.91
11/3/2004,47.08,2004.33,20.37,36.36,28.87,32.92,85.77,25.83,23.93,45.93
11/2/2004,45.91,1984.79,20.05,35.62,28.63,33.24,85.08,25.73,23.74,45.48
11/1/2004,45.97,1979.87,19.92,35.06,28.63,33.38,84.75,26.07,23.61,45.16
10/29/2004,45.93,1974.99,19.87,35.06,28.69,32.71,84.41,25.69,23.51,45.42
10/28/2004,45.9,1975.74,19.65,34.63,28.62,32.93,84.17,25.59,23.55,45.38
10/27/2004,46.11,1969.99,17.95,34.59,28.55,32.31,84.64,25.73,23.66,45.48
10/26/2004,46,1928.79,17.75,34.25,28.28,31.88,83.7,25.45,23.45,44.39
10/25/2004,45.1,1914.04,17.89,34.56,27.67,31.43,83.17,25.01,23.23,44.18
10/22/2004,45.57,1915.14,17.99,35.01,27.71,32.08,82.19,25.14,23.32,44.41
10/21/2004,45.61,1953.62,17.99,35.44,28.06,32.31,82.86,25.14,24.01,44.76
10/20/2004,45.06,1932.97,17.91,35.37,27.94,32.11,83.53,25.39,24.13,44.73
10/19/2004,45.29,1922.9,18,35.72,28.11,32.24,84.05,25.56,23.69,45.07
10/18/2004,45.64,1936.52,18.06,35.77,28.5,33.01,80.81,25.74,23.88,44.88
10/15/2004,46.19,1911.5,18.06,35.37,28.21,33.05,79.8,25.55,23.53,44.25
10/14/2004,46.25,1903.02,18.12,35.04,28.14,32.96,79.73,25.63,23.37,43.84
10/13/2004,46.23,1920.53,18.26,35.38,28.35,35.04,79.92,25.44,23.56,44.02
10/12/2004,46.39,1925.17,18.36,35.74,28.61,35.47,80.88,24.28,23.56,44.24
10/11/2004,46.26,1928.76,18.44,35.68,28.59,35.14,81.47,24.4,23.59,44.64
10/8/2004,46.11,1919.97,18.46,36.01,28.37,35.2,81.55,24.63,23.53,44.71
10/7/2004,47.23,1948.52,18.41,36.22,28.55,35.25,82.22,24.62,23.68,44.9
10/6/2004,48.19,1971.03,18.44,36.66,28.91,35.7,82.8,24.54,23.98,45.16
10/5/2004,47.39,1955.5,18.48,36.1,28.63,35.77,82.12,24.63,23.86,45.21
10/4/2004,48.15,1952.4,18.53,35.66,28.69,36.04,81.97,24.68,23.64,45.57
10/1/2004,48.3,1942.2,18.4,36.01,28.57,36.6,81.56,24.8,23.75,45.88
9/30/2004,47.51,1896.84,17.96,35.6,28.24,36.04,80.64,24.71,23.24,44.57
9/29/2004,46.95,1893.94,18.13,35.44,28.13,34.87,79.92,24.58,23.19,44.06
9/28/2004,48.15,1869.87,18.02,35.45,28.01,35,79.45,24.64,22.93,44.06
9/27/2004,48.33,1859.88,18.1,35.08,27.85,34.92,79.15,24.63,22.86,44
9/24/2004,48.91,1879.48,18.28,35.05,28.1,35.09,79.4,24.33,22.94,44.27
9/23/2004,48.78,1886.43,18.11,34.9,28.1,34.95,78.89,23.92,22.99,44.45
9/22/2004,49.41,1885.71,18.16,35.07,28.37,35.2,79.29,23.81,22.8,44.61
9/21/2004,50.34,1921.18,18.34,35.79,28.81,35.68,80.62,24.48,22.92,44.83
9/20/2004,50.38,1908.07,17.94,35.63,28.6,35.5,80.6,24.21,23.13,45.04
9/17/2004,50.76,1910.09,18.01,35.54,28.61,35.68,80.64,24.39,23.13,45.53
9/16/2004,50.18,1904.08,17.7,35.56,28.03,35.66,80.99,24.32,22.92,44.86
9/15/2004,49.39,1896.52,18.1,35.41,28.03,35.73,81.23,24.27,22.86,45.35
9/14/2004,49.63,1915.4,18.51,36.02,28.27,36.19,81.56,24.33,23.07,46.29
9/13/2004,49.96,1910.38,18.29,36.18,28.21,36.49,81.34,23.95,22.91,46.43
9/10/2004,49.84,1894.31,18.31,36.01,28.32,36.21,81.6,23.84,23.11,46.11
9/9/2004,49.02,1869.65,18.5,35.69,28.31,36.33,81.29,24.19,22.93,46.08
9/8/2004,49.75,1850.64,18.48,35.46,28.14,36.66,80.75,24.24,22.92,45.53
9/7/2004,49.67,1858.56,19.53,35.21,27.87,36.6,79.91,24.13,23,46.56
9/3/2004,48.87,1844.48,19.42,35.25,27.45,36.09,79.37,24.47,22.79,46.37
9/2/2004,49.35,1873.43,19.4,35.52,27.7,36.44,79.54,24.23,23.22,46.16
9/1/2004,48.22,1850.41,19.38,35.47,27.49,34.97,79.21,23.97,23.03,45.36
8/31/2004,48.06,1838.1,19.59,34.84,27.41,35.05,79.65,23.82,22.95,45.6
8/30/2004,47.74,1836.49,19.23,35.12,27.23,34.87,79.38,23.8,22.95,45.02
8/27/2004,47.85,1862.09,19.45,35.2,27.4,35.42,79.88,23.95,23.08,44.93
8/26/2004,47.92,1852.92,19.44,35.19,27.41,35.55,79.65,23.89,23.07,45.06
8/25/2004,48.32,1860.72,19.4,35.34,27.41,35.42,80.01,23.75,23.16,44.69
8/24/2004,46.86,1836.89,19.03,35.08,27.28,35.2,79.67,23.68,22.9,45.02
8/23/2004,46.62,1838.7,18.97,34.95,27.18,35.09,79.61,23.48,22.9,45.49
8/20/2004,46.44,1838.02,19.05,34.86,27.3,35.07,80.18,23.86,22.8,45.59
8/19/2004,46.25,1819.89,19.18,34.7,27.35,35.25,79.84,23.45,22.73,45.76
8/18/2004,46.7,1831.37,19.37,35.08,27.4,35.6,80.06,23.34,23.02,45.85
8/17/2004,46.3,1795.25,19.32,34.83,26.87,35.28,79.04,23.24,22.67,45.89
8/16/2004,46.89,1782.84,19.31,34.79,27,35.14,79.02,22.7,22.71,46.4
8/13/2004,45.76,1757.22,19.15,34.51,26.66,34.53,78.92,22.75,22.65,46.41
8/12/2004,45.4,1752.49,19.23,33.12,26.43,34.64,77.32,22.78,22.53,46.63
8/11/2004,45.72,1782.42,19.18,33.57,26.92,35.42,78.71,23.23,22.98,47.21
8/10/2004,45.48,1808.7,18.8,34.32,26.83,35.36,79.93,23.57,23.23,46.59
8/9/2004,44.7,1774.64,18.59,34.07,26.63,34.74,78.58,23.06,22.78,46.33
8/6/2004,44.3,1776.89,18.73,34.14,26.35,34.79,78.51,23.22,22.75,46.37
8/5/2004,45.84,1821.63,19.02,34.78,26.94,35.67,79.95,23.69,23.08,46.98
8/4/2004,46.75,1855.06,19.26,35.3,27.49,36.16,80.68,23.94,23.52,47.39
8/3/2004,46.53,1859.42,19.25,35.17,27.48,36.11,80.44,24.02,23.53,46.69
8/2/2004,46.67,1892.09,19.85,35.47,27.81,36.3,81.36,24.2,23.91,46.58
7/30/2004,46.52,1887.36,19.35,35.47,27.8,36.17,81.71,24.24,23.88,45.6
7/29/2004,45.54,1881.06,19.57,35.26,27.76,35.84,81.43,24.01,23.87,45.51
7/28/2004,44.93,1858.26,23.74,35.35,27.83,36.99,80.57,24.07,23.96,46.68
7/27/2004,44.2,1869.1,23.98,35.37,27.42,36.44,80.6,24.23,23.84,46.51
7/26/2004,43.08,1839.02,24.15,35.34,27.01,35.77,79.86,23.78,24.02,47.01
7/23/2004,43.14,1849.09,23.85,35.14,27.19,35.99,79.63,23.87,23.49,46.39
7/22/2004,43.36,1889.06,24.77,35.7,27.49,36.18,80.77,24.3,24.31,46.08
7/21/2004,43.74,1874.37,25.7,35.51,27.25,36.35,80.05,24.38,24.19,46.62
7/20/2004,44.7,1917.07,26.14,36,27.76,36.56,81.05,24.82,23.74,47.11
7/19/2004,44.61,1883.83,26.12,35.67,27.78,36.7,80.05,24.62,23.43,47.55
7/16/2004,45.04,1883.15,25.86,35.42,27.66,36.56,79.1,24.51,23.03,47.7
7/15/2004,45.04,1912.71,26.16,34.87,27.9,36.84,78.85,24.6,23.36,47.35
7/14/2004,45.21,1914.88,26.63,34.84,27.7,37.01,78.95,24.49,23.58,48.71
7/13/2004,46.07,1931.66,26.98,35.4,27.45,37.46,80.01,23.52,23.13,48.5
7/12/2004,46.02,1936.92,26.77,35.48,27.25,37.15,78.93,23.64,23.38,48.4
7/9/2004,45.87,1946.33,26.72,35.94,26.89,37.09,78.73,23.37,23.35,48.38
7/8/2004,45.81,1935.32,26.8,35.1,26.5,36.69,78.5,23.36,23.17,48.5
7/7/2004,45.27,1966.08,26.53,35.21,26.77,37.08,80.1,23.29,23.55,48.66
7/6/2004,45.2,1963.43,26.99,34.93,26.61,37.35,80.43,23.03,23.49,48.79
7/2/2004,45.39,2006.66,27,35.13,26.48,37.93,81.69,23.02,23.95,48.55
7/1/2004,45.74,2015.55,26.95,35.54,26.76,38.13,82.12,23.19,24,48.84
6/30/2004,46.83,2047.79,27.5,35.82,27.09,39.06,82.73,22.92,23.94,49.14
6/29/2004,46.3,2034.93,27.25,35.65,27.03,39.26,82.86,23.28,23.89,48.97
6/28/2004,46.03,2019.82,27,35.31,27.01,39,83.25,23.43,23.7,49.4
6/25/2004,47.02,2025.47,27.11,36.02,26.9,39.95,84.04,23.79,23.95,49.25
6/24/2004,46.15,2015.57,27.32,34.92,27.81,40.07,84.45,23.87,23.8,50.28
6/23/2004,46.45,2020.98,27.4,35.23,27.77,40.46,85.21,23.9,23.72,50.61
6/22/2004,45.53,1994.15,27.52,35.05,27.3,39.93,84.48,23.71,23.71,50.66
6/21/2004,45.37,1974.38,26.89,34.62,27.09,39.71,83.99,23.68,23.76,50.07
6/18/2004,45.65,1986.73,26.65,34.81,27.07,40.23,84.52,23.73,23.76,50.16
6/17/2004,45.35,1983.67,26.87,34.76,26.89,40.05,84.88,23.55,23.28,50.1
6/16/2004,45.74,1998.23,26.85,35.39,26.68,40.14,84.82,23.54,22.9,50.36
6/15/2004,45.15,1995.6,26.78,35.68,26.43,39.94,84.97,23.52,22.98,50.32
6/14/2004,44.76,1969.99,26.62,35.05,26.23,39.48,84.53,23.8,22.55,49.85
6/10/2004,44.69,1999.87,26.74,35.1,26.17,40.3,84.9,23.84,22.44,50.11
6/9/2004,44.6,1990.61,26.57,34.87,25.91,39.69,84.55,23.43,22.19,49.79
6/8/2004,44.08,2023.53,26.97,35.35,26.15,39.81,84.5,23.66,22.3,49.9
6/7/2004,44.12,2020.62,26.54,35.26,26.33,39.5,83.19,23.45,22.15,49.65
6/4/2004,42.99,1978.62,26.39,35,25.95,38.75,82.17,23.68,21.75,49.35
6/3/2004,42.26,1960.26,26.3,35.2,25.76,38.25,81.98,23.38,21.7,49.01
6/2/2004,42.85,1988.98,26.49,35.67,25.84,38.05,82.57,23.3,21.9,49.28
6/1/2004,42.06,1990.77,25.84,35.21,25.79,37.75,82.7,23.33,21.89,48.55
5/28/2004,41.98,1986.74,26.09,35.24,25.86,38.06,83.14,23.27,21.99,48.47
5/27/2004,42.35,1984.5,25.95,35.13,25.98,38.1,83.14,23.16,21.95,48.61
5/26/2004,41.03,1976.15,25.79,35.34,26,37.85,82.92,22.7,21.91,48.41
5/25/2004,40.97,1964.65,25.77,35.33,25.94,37.51,83.24,22.43,21.88,48.88
5/24/2004,40.85,1922.98,25.63,34.5,25.58,36.7,81.74,22.34,21.59,48.51
5/21/2004,39.78,1912.09,25.71,34.62,25.47,36.12,81.77,22.43,21.7,48.55
5/20/2004,39.34,1896.59,25.36,34.19,25.12,36.44,82.04,22.31,21.57,48.86
5/19/2004,39.76,1898.17,25.31,34.05,25.14,36.59,81.7,22.7,21.47,48.04
5/18/2004,39.25,1897.82,25.59,34.36,25.29,36.98,80.77,22.73,21.65,48.36
5/17/2004,38.99,1876.64,25.56,34.31,24.9,36.39,80.27,22.8,21.41,48.6
5/14/2004,39.63,1904.25,25.59,34.72,25.06,37.18,81.09,23.07,21.68,48.81
5/13/2004,39.8,1926.03,25.49,35.8,25.22,37.02,81.83,23,21.88,48.27
5/12/2004,39.76,1925.59,25.31,36.45,25.26,37.29,81.47,22.98,21.74,48.71
5/11/2004,39.4,1931.35,25.41,36.66,25.14,36.98,81.77,23.31,21.74,48.84
5/10/2004,38.86,1896.07,25.06,36.07,24.95,36.5,81.54,23.48,21.73,48.86
5/7/2004,39.6,1917.96,25.28,35.76,24.93,36.97,82.77,23.54,21.61,49.37
5/6/2004,40.08,1937.74,25.34,35.48,25.32,38.36,82.92,24.04,21.89,49.81
5/5/2004,39.93,1957.26,25.22,35.71,25.34,39.43,83.32,24.51,22.04,49.51
5/4/2004,39.49,1950.48,24.81,35.31,25.3,39.74,83.36,24.34,22.07,49.39
5/3/2004,39.76,1938.72,25.28,34.89,25.18,40.03,82.44,24.47,22.09,49.83
4/30/2004,38.95,1920.15,25.57,34.78,24.89,39.31,82.58,24,21.9,49.49
4/29/2004,39.46,1958.78,24.89,35.29,24.97,39.48,83.43,23.96,22.2,49.14
4/28/2004,40.17,1989.54,23.36,35.65,24.95,40.21,84.68,24.34,22.26,48.94
4/27/2004,39.73,2032.53,23.32,36.31,25.39,41.04,85.33,23.97,22.82,49.62
4/26/2004,39.45,2036.77,23.18,35.71,25.55,40.9,84.7,24.08,22.83,49.67
4/23/2004,38.73,2049.77,23.53,35.96,25.5,40.77,85.49,24.1,23.08,49.9
4/22/2004,38.57,2032.91,23.33,35.4,25.64,40.49,84.99,24.15,21.75,49.85
4/21/2004,37.27,1995.63,23.13,34.83,25.51,40.02,85.47,23.75,21.33,49.65
4/20/2004,37,1978.63,23.16,34.88,25.32,39.6,84.9,23.4,21.23,49.23
4/19/2004,37.86,2020.43,23.35,35.73,25.84,38.26,86.11,23.58,21.4,50.01
4/16/2004,37.86,1995.74,23.18,35.36,25.95,38.28,86.43,24.2,21.09,49.76
4/15/2004,37.89,2002.17,22.89,35.24,25.56,37.63,87.52,23.74,21.14,49.78
4/14/2004,37.93,2024.85,22.92,35.54,25.33,38.1,87.76,23.8,21.38,49.87
4/13/2004,38.12,2030.08,23.05,35.33,25.76,38.38,87.14,24.92,21.33,49.72
4/12/2004,38.46,2065.48,23.16,35.79,26.28,38.77,87.8,25.58,21.47,49.96
4/8/2004,37.73,2052.88,23.33,35.63,26.1,38.57,87.22,25.27,21.36,49.71
4/7/2004,38.1,2050.24,23.34,34.82,26.09,38.72,87.18,25.47,21.45,49.8
4/6/2004,38.65,2059.9,23.04,34.69,26.19,39.59,87.76,25.57,21.63,49.69
4/5/2004,38.81,2079.12,23.4,34.99,26.24,39.5,88.21,25.88,21.75,49.48
4/2/2004,38.17,2057.17,23.02,34.66,25.81,38.63,88.23,25.51,21.67,48.9
4/1/2004,37.2,2015.01,23.14,34.03,25.45,39.04,86.51,25.48,21.02,49.18
3/31/2004,37.47,1994.22,22.89,33.62,25.36,39.17,86.02,25.18,20.9,48.9
3/30/2004,36.8,2000.63,22.68,33.92,25.5,39.46,86.47,25.26,21.12,48.39
3/29/2004,36.43,1992.57,22.68,33.88,25.33,38.63,86.8,25.09,21.21,47.42
3/26/2004,35.9,1960.02,22.12,33.4,25.01,37.94,86.89,24.57,20.98,46.37
3/25/2004,36.24,1967.17,22.09,33.76,24.68,37.81,86.53,25.08,21.11,46.52
3/24/2004,35.61,1909.48,21.7,33.01,24.25,37.47,85.95,24.42,20.46,46.13
3/23/2004,35.68,1901.8,22.09,33.17,24.26,37.37,85.53,24.47,20.24,46.28
3/22/2004,35.29,1909.9,22.15,33.09,24.44,37.31,85.25,24.99,20.54,46.13
3/19/2004,35.98,1940.47,22.38,32.92,25.05,37.39,85.81,24.77,20.64,46.25
3/18/2004,36.24,1962.44,22.43,33.43,25.53,38.42,86.96,24.7,20.86,46.7
3/17/2004,36.31,1976.76,21.94,33.3,25.56,38.54,87.47,25.3,21.06,46.7
3/16/2004,35.96,1943.09,21.64,33.13,25.35,37.74,86.59,25.26,21.11,46.5
3/15/2004,36.3,1939.2,21.67,32.97,25.18,37.28,86,25.08,21.09,46.63
3/12/2004,36.77,1984.73,21.98,33.05,25.43,37.63,87.38,25.57,21.27,46.82
3/11/2004,36.63,1943.89,21.74,31.99,25.28,37.22,85.43,25.3,21.03,46.95
3/10/2004,37.52,1964.15,22.27,31.64,25.84,38.2,87.16,25.48,21.27,47.44
3/9/2004,38.03,1995.16,22.83,31.71,26.23,38.78,88.54,25.54,21.56,47.76
3/8/2004,38.7,2008.78,22.81,31.2,26.45,39.49,88.59,25.83,21.65,47.33
3/5/2004,38.98,2047.63,22.7,32.26,27.23,40.11,90.33,26.31,22.09,47.28
3/4/2004,38.9,2055.11,22.78,33.13,27.34,40.04,90.28,25.42,22.1,47.34
3/3/2004,39.29,2033.36,22.85,33.13,27.3,39.75,90.7,25.46,22.1,47.47
3/2/2004,39.53,2039.65,22.49,33.41,27,40.29,90.68,25.05,22.12,47.35
3/1/2004,39.94,2057.8,22.76,33.49,27.25,40.33,90.89,25.04,22.38,47.23
2/27/2004,39.57,2029.82,22.04,32.65,27.02,39.89,90.38,24.94,22.24,46.99
2/26/2004,38.72,2032.57,22.48,33.3,27.15,39.61,90.65,24.94,22.21,46.85
2/25/2004,39.98,2022.98,22.17,33.3,27.23,39.72,90.42,24.63,22.38,47.17
2/24/2004,39.43,2005.44,22.11,32.83,27.49,39.31,90.65,24.35,22.53,47.17
2/23/2004,39.8,2007.52,22.12,33.36,27.6,39.39,89.87,24.48,22.3,47.16
2/20/2004,40.46,2037.93,22.12,34.01,27.01,40.22,91.14,23.94,22.27,46.85
2/19/2004,40.62,2045.96,22.49,33.93,26.93,41.12,91.6,24.02,22.18,46.47
2/18/2004,40.68,2076.47,22.69,34.14,27.05,40.53,92.18,23.84,22.44,46.42
2/17/2004,40.69,2080.35,22.57,34.45,27.3,41.02,93.07,23.8,22.62,46.18
2/13/2004,40.56,2053.56,22.36,34.55,27.03,40.52,93.39,23.47,22.29,45.74
2/12/2004,40.48,2073.61,22.34,33.57,27.14,41.08,93,23.52,22.59,46.1
2/11/2004,40.59,2089.66,22.57,33.69,27.32,41.29,93.62,23.84,22.76,46.27
2/10/2004,39.78,2075.33,22.33,33.28,26.84,40.43,93.29,23.6,22.65,45.99
2/9/2004,39.95,2060.57,22.08,32.93,27.17,40.3,92.68,23.72,22.55,45.22
2/6/2004,40.31,2064.01,22,32.95,27.41,39.91,92.67,23.94,22.7,45.46
2/5/2004,40.32,2019.56,22.03,32.11,27.69,39.81,92.44,23.53,22.6,43.96
2/4/2004,39.59,2014.14,21.43,32.39,27.41,39.37,93.68,23.28,22.64,43.1
2/3/2004,39.17,2066.21,21.55,33.7,27.43,39.27,93.51,23.05,22.87,43.14
2/2/2004,38.66,2063.15,22.18,33.52,27.78,39.96,92.94,22.91,22.97,43.41
1/30/2004,37.94,2066.15,21.65,33.44,27.78,40.77,92.79,22.69,23.18,42.79
1/29/2004,38.44,2068.23,21.64,33.72,28.11,41.61,91.65,22.48,23.39,42.57
1/28/2004,37.75,2077.37,20.36,34.39,27.88,43.05,91.06,21.91,23.23,41.88
1/27/2004,38.12,2116.04,20.88,34.36,28.24,43.84,92.39,22.43,23.68,42.06
1/26/2004,38.57,2153.83,20.65,35.05,28.2,44.12,93.37,22.28,24.14,42.36
1/23/2004,38.04,2123.87,20.42,34.43,27.43,44.1,91.54,22.26,23.87,42.15
1/22/2004,38.99,2119.01,20.58,34.52,27.69,44.54,91.18,22.38,23.48,42.14
1/21/2004,39.63,2142.45,20.62,34.76,27.96,44.41,91.36,22.49,23.72,41.82
1/20/2004,39.24,2147.98,20.22,34.95,27.55,44.21,90.8,22.19,23.55,41.69
1/16/2004,40,2140.46,20.02,35.01,27.55,44.37,89.13,22.31,23.31,41.1
1/15/2004,39.12,2109.08,19.9,34.88,26.43,44.31,87.92,22.17,23.08,41.2
1/14/2004,39.18,2111.13,20.02,35.97,26.43,44.14,84.45,22.1,23.22,41.41
